



春晚,#genre#
汕头经济生活,http://113.92.165.182:60000/udp/239.77.1.131:5146
汕头经济生活,http://113.92.165.182:60000/udp/239.253.43.46:5146
汕头文旅体育,http://113.92.165.182:60000/udp/239.77.1.132:5146
汕头文旅体育,http://113.92.165.182:60000/udp/239.253.43.47:5146
汕头综合,http://tv.tvbox6.icu/tv/iptv2.php?id=3
汕头经济生活,http://tv.tvbox6.icu/tv/iptv2.php?id=4
汕头文旅体育,http://tv.tvbox6.icu/tv/iptv2.php?id=5
汕头文旅体育,http://211.97.63.3:801/hls/80/index.m3u8
汕头综合,http://211.97.63.3:801/hls/81/index.m3u8
汕头经济生活,http://211.97.63.3:801/hls/82/index.m3u8
汕头综合,http://120.234.5.28:6000/udp/239.21.0.101:3744
汕头经济生活,http://120.234.5.28:6000/udp/239.21.0.102:3748
汕头文旅体育,http://120.234.5.28:6000/udp/239.21.0.103:3752
佛山综合,http://php.jdshipin.com:8880/fstv.php?id=fszh
佛山影视,http://php.jdshipin.com:8880/fstv.php?id=fsys
佛山公共,http://php.jdshipin.com:8880/fstv.php?id=fsgg
佛山南海,http://php.jdshipin.com:8880/fstv.php?id=fsnh
佛山顺德,http://php.jdshipin.com:8880/fstv.php?id=fssd
佛山高明,http://php.jdshipin.com:8880/fstv.php?id=fsgm
佛山三水,http://php.jdshipin.com:8880/fstv.php?id=fsss
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
河源综合,http://120.234.5.28:6000/udp/239.21.0.48:3532
河源公共,http://120.234.5.28:6000/udp/239.21.0.49:3536
梅州综合,http://pili-live-hls.xianchangliving.gdmztv.com:80/meizhou-xianchangliving/mztv1.m3u8
梅州生活,http://pili-live-hls.xianchangliving.gdmztv.com:80/meizhou-xianchangliving/mztv2.m3u8
惠州综合,http://120.234.5.28:6000/udp/239.21.0.27:3448
惠州公共,http://120.234.5.28:6000/udp/239.21.0.28:3452
汕尾综合,http://120.234.5.28:6000/udp/239.21.0.89:3696
汕尾生活,http://120.234.5.28:6000/udp/239.21.0.90:3700
东莞综合,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8
东莞综合,http://120.234.5.28:6000/udp/239.21.0.137:3892
东莞资讯资讯,http://120.234.5.28:6000/udp/239.21.0.138:3896
潮州综合,http://time-vod-qhlive.sobeylive.com/czbtv2019/czzhpd.m3u8
潮州民生,http://time-vod-qhlive.sobeylive.com/czbtv2019/czggpd.m3u8
潮州综合,http://211.97.63.3:801/hls/503/index.m3u8
揭阳综合,http://120.234.5.28:6000/udp/239.21.0.91:3704
揭阳生活,http://120.234.5.28:6000/udp/239.21.0.92:3708
揭西综合频道,http://jxtv3.gdsz.eu.org:8081/hls/19/index.m3u8
揭西综合频道,http://jxtv3.gdsz.eu.org:8081/hls/39/index.m3u8
云浮综合,https://livestream.oeeee.com/slive/17806.m3u8
云浮文旅,https://livestream.oeeee.com/slive/17807.m3u8
电影测试-4K,http://120.234.5.28:6000/udp/239.21.0.129:3860
南国都市-4K,http://120.234.5.28:6000/udp/239.21.0.132:3872
广东综艺-4K,http://120.234.5.28:6000/udp/239.20.0.59:3164
广东综艺-4K,http://120.234.5.28:6000/udp/239.20.0.60:3160
广东综艺-4K,http://120.234.5.28:6000/udp/239.20.0.61:3156
广东综艺-4K,http://120.234.5.28:6000/udp/239.20.0.62:3152
广东卫视,http://120.234.5.28:6000/udp/239.20.0.101:2000
广东珠江,http://120.234.5.28:6000/udp/239.20.0.64:3144
大湾区卫视,http://120.234.5.28:6000/udp/239.21.0.84:3676
广东影视,http://120.234.5.28:6000/udp/239.21.0.85:3680
广东公共,http://120.234.5.28:6000/udp/239.21.0.86:3684
广东少儿,http://120.234.5.28:6000/udp/239.21.0.87:3688
嘉佳卡通,http://120.234.5.28:6000/udp/239.21.0.94:3716
广东新闻,http://120.234.5.28:6000/udp/239.21.0.93:3712
广东科教,http://120.234.5.28:6000/udp/239.20.0.102:2002
广东体育,http://120.234.5.28:6000/udp/239.20.0.103:2004
广东卫视,http://183.236.32.24:9901/hls/1018/index.m3u8
广东珠江,http://183.236.32.24:9901/hls/1036/index.m3u8
广东新闻,http://183.236.32.24:9901/hls/1037/index.m3u8
广东公共,http://183.236.32.24:9901/hls/1038/index.m3u8
广东体育,http://183.236.32.24:9901/hls/1039/index.m3u8
经济科教,http://183.236.32.24:9901/hls/1044/index.m3u8
广东影视,http://183.236.32.24:9901/hls/1045/index.m3u8
广东少儿,http://183.236.32.24:9901/hls/1046/index.m3u8
大湾区卫视,http://183.236.32.24:9901/hls/1019/index.m3u8
广州综合,http://183.236.32.24:9901/hls/1040/index.m3u8
广州新闻,http://183.236.32.24:9901/hls/1041/index.m3u8
广州影视,http://183.236.32.24:9901/hls/1042/index.m3u8
广州法治,http://183.236.32.24:9901/hls/1043/index.m3u8
广东珠江,http://13457610200.8866.org:2018/live/粤语节目/index.m3u8
广东珠江,http://13457610200.8866.org:2018/live/有线娱乐HD/index.m3u8
广州综合,http://13457610200.8866.org:2018/live/广州台HD/index.m3u8
广东新闻,http://13457610200.8866.org:2018/live/广东新闻HD/index.m3u8
广东体育,http://13457610200.8866.org:2018/live/广东体育HD/index.m3u8
广东公共,http://13457610200.8866.org:2018/live/广东公共HD/index.m3u8
广东经济,http://13457610200.8866.org:2018/live/广东经济HD/index.m3u8
岭南戏曲,http://13457610200.8866.org:2018/live/岭南戏曲HD/index.m3u8
广东影视,http://13457610200.8866.org:2018/live/广东影视HD/index.m3u8
大湾区卫视,http://13457610200.8866.org:2018/live/天映频道HD/index.m3u8
嘉佳卡通,http://13457610200.8866.org:2018/live/嘉佳卡通HD/index.m3u8
南方卫视,http://13457610200.8866.org:2018/live/南方卫视HD/index.m3u8
私人影院,http://13457610200.8866.org:2018/live/影视频道HD/index.m3u8
重温经典,http://13457610200.8866.org:2018/live/CHC电影HD/index.m3u8
龙翔时代,http://13457610200.8866.org:2018/live/有线电影HD/index.m3u8
凤凰资讯,http://13457610200.8866.org:2018/live/凤凰资讯/index.m3u8
凤凰卫视,http://13457610200.8866.org:2018/live/凤凰卫视/index.m3u8
凤凰香港,http://13457610200.8866.org:2018/live/凤凰香港/index.m3u8
星河频道,http://13457610200.8866.org:2018/live/星河频道HD/index.m3u8
广东卫视,http://fannas.cn:8888/rtp/239.77.1.19:5146
广东卫视,http://fannas.cn:8888/rtp/239.77.0.84:5146
广东卫视,http://fannas.cn:8888/rtp/239.77.0.166:5146
广东卫视,http://fannas.cn:8888/rtp/239.77.0.2:5146
广东卫视,http://fannas.cn:8888/rtp/239.77.1.152:5146
大湾区卫视,http://fannas.cn:8888/rtp/239.77.0.215:5146
大湾区卫视,http://fannas.cn:8888/rtp/239.77.0.9:5146
深圳卫视,http://fannas.cn:8888/rtp/239.77.1.3:5146
深圳卫视,http://fannas.cn:8888/rtp/239.77.1.148:5146
深圳卫视,http://fannas.cn:8888/rtp/239.77.0.92:5146
深圳卫视,http://fannas.cn:8888/rtp/239.77.0.130:5146
广东珠江,http://fannas.cn:8888/rtp/239.77.0.1:5146
广东珠江,http://fannas.cn:8888/rtp/239.77.0.114:5146
广东珠江,http://fannas.cn:8888/rtp/239.77.0.3:5146
广东珠江,http://fannas.cn:8888/rtp/239.77.1.94:5146
广东新闻,http://fannas.cn:8888/rtp/239.77.0.173:5146
广东新闻,http://fannas.cn:8888/rtp/239.77.0.4:5146
广东民生,http://fannas.cn:8888/rtp/239.77.0.225:5146
广东民生,http://fannas.cn:8888/rtp/239.77.0.5:5146
广东体育,http://fannas.cn:8888/rtp/239.77.0.112:5146
广东体育,http://fannas.cn:8888/rtp/239.77.0.168:5146
广东体育,http://fannas.cn:8888/rtp/239.77.0.6:5146
广东体育,http://fannas.cn:8888/rtp/239.77.1.97:5146
广东经济科教,http://fannas.cn:8888/rtp/239.77.0.85:5146
广东经济科教,http://fannas.cn:8888/rtp/239.77.0.167:5146
广东经济科教,http://fannas.cn:8888/rtp/239.77.0.8:5146
广东影视,http://fannas.cn:8888/rtp/239.77.0.217:5146
广东影视,http://fannas.cn:8888/rtp/239.77.0.11:5146
广东少儿,http://fannas.cn:8888/rtp/239.77.0.250:5146
广东少儿,http://fannas.cn:8888/rtp/239.77.0.12:5146
嘉佳卡通,http://fannas.cn:8888/rtp/239.77.0.179:5146
嘉佳卡通,http://fannas.cn:8888/rtp/239.77.0.13:5146
嘉佳卡通,http://fannas.cn:8888/rtp/239.77.1.15:5146
南方购物,http://fannas.cn:8888/rtp/239.77.0.19:5146
南方购物,http://fannas.cn:8888/rtp/239.77.0.22:5146
广东岭南戏曲,http://fannas.cn:8888/rtp/239.77.0.16:5146
广东现代教育,http://fannas.cn:8888/rtp/239.77.0.18:5146
广东移动,http://fannas.cn:8888/rtp/239.77.0.20:5146
南国都市4K,http://fannas.cn:8888/rtp/239.253.43.99:5146
广东4K,http://fannas.cn:8888/rtp/239.77.1.237:5146
广东4K,http://fannas.cn:8888/rtp/239.77.0.244:5146
广东4K,http://fannas.cn:8888/rtp/239.77.0.245:5146
广东4K,http://fannas.cn:8888/rtp/239.77.0.252:5146
广州综合,http://fannas.cn:8888/rtp/239.253.43.71:5146
广州新闻,http://fannas.cn:8888/rtp/239.253.43.72:5146
广州影视,http://fannas.cn:8888/rtp/239.253.43.73:5146
广州法治,http://fannas.cn:8888/rtp/239.253.43.74:5146
潮州综合,http://fannas.cn:8888/rtp/239.253.43.70:5146
潮州民生,http://fannas.cn:8888/rtp/239.253.43.75:5146
佛山综合,http://fannas.cn:8888/rtp/239.253.43.57:5146
佛山公共,http://fannas.cn:8888/rtp/239.253.43.53:5146
佛山南海,http://fannas.cn:8888/rtp/239.253.43.54:5146
佛山顺德,http://fannas.cn:8888/rtp/239.253.43.55:5146
佛山影视,http://fannas.cn:8888/rtp/239.253.43.56:5146
东莞综合,http://fannas.cn:8888/rtp/239.253.43.104:5146
东莞生活资讯,http://fannas.cn:8888/rtp/239.253.43.105:5146
深圳都市频道,http://fannas.cn:8888/rtp/239.77.1.176:5146
深圳都市频道,http://fannas.cn:8888/rtp/239.77.1.124:5146
深圳电视剧频道,http://fannas.cn:8888/rtp/239.77.1.177:5146
深圳电视剧频道,http://fannas.cn:8888/rtp/239.77.1.125:5146
深圳财经生活,http://fannas.cn:8888/rtp/239.77.1.242:5146
深圳娱乐频道,http://fannas.cn:8888/rtp/239.77.1.243:5146
深圳体育健康,http://fannas.cn:8888/rtp/239.77.1.128:5146
深圳体育健康,http://fannas.cn:8888/rtp/239.77.1.140:5146
深圳少儿频道,http://fannas.cn:8888/rtp/239.77.1.244:5146
深圳公共频道,http://fannas.cn:8888/rtp/239.77.1.178:5146
深圳公共频道,http://fannas.cn:8888/rtp/239.77.1.126:5146
深圳宝安频道,http://fannas.cn:8888/rtp/239.77.1.67:5146
深圳宝安第一课,http://fannas.cn:8888/rtp/239.77.1.225:5146
深圳龙岗频道,http://fannas.cn:8888/rtp/239.77.1.223:5146
深圳众创TV,http://fannas.cn:8888/rtp/239.77.1.247:5146
深圳移动电视,http://fannas.cn:8888/rtp/239.77.1.175:5146
深圳宜和购物,http://fannas.cn:8888/rtp/239.77.1.87:5146
韶关综合,http://fannas.cn:8888/rtp/239.77.0.117:5146
湛江综合,http://fannas.cn:8888/rtp/239.77.0.141:5146
湛江公共,http://fannas.cn:8888/rtp/239.77.0.140:5146
揭阳综合,http://fannas.cn:8888/rtp/239.77.0.229:5146
揭阳生活,http://fannas.cn:8888/rtp/239.77.0.251:5146
汕尾综合,http://fannas.cn:8888/rtp/239.77.0.25:5146
汕尾文化生活,http://fannas.cn:8888/rtp/239.77.0.187:5146
江门综合,http://fannas.cn:8888/rtp/239.77.0.201:5146
江门侨乡生活,http://fannas.cn:8888/rtp/239.77.0.202:5146
惠州1,http://fannas.cn:8888/rtp/239.77.1.232:5146
惠州2,http://fannas.cn:8888/rtp/239.77.1.233:5146
珠海1,http://fannas.cn:8888/rtp/239.77.0.155:5146
珠海2,http://fannas.cn:8888/rtp/239.77.0.154:5146
肇庆综合,http://fannas.cn:8888/rtp/239.253.43.1:5146
肇庆生活服务,http://fannas.cn:8888/rtp/239.253.43.2:5146
河源综合,http://fannas.cn:8888/rtp/239.253.43.213:5146
河源公共,http://fannas.cn:8888/rtp/239.253.43.214:5146
清远综合,http://fannas.cn:8888/rtp/239.253.43.33:5146
清远文旅生活,http://fannas.cn:8888/rtp/239.253.43.34:5146
云浮综合,http://fannas.cn:8888/rtp/239.77.0.253:5146
云浮文旅,http://fannas.cn:8888/rtp/239.77.0.254:5146
茂名综合,http://fannas.cn:8888/rtp/239.77.0.206:5146
茂名文化生活,http://fannas.cn:8888/rtp/239.77.0.207:5146
汕头综合,http://fannas.cn:8888/rtp/239.77.1.130:5146
汕头综合,http://fannas.cn:8888/rtp/239.253.43.45:5146
汕头经济生活,http://fannas.cn:8888/rtp/239.77.1.131:5146
汕头经济生活,http://fannas.cn:8888/rtp/239.253.43.46:5146
汕头文旅体育,http://fannas.cn:8888/rtp/239.77.1.132:5146
汕头文旅体育,http://fannas.cn:8888/rtp/239.253.43.47:5146
中山综合,http://fannas.cn:8888/rtp/239.253.43.62:5146
香山文化,http://fannas.cn:8888/rtp/239.253.43.63:5146
徐闻综合,http://fannas.cn:8888/rtp/239.253.43.112:5146

广西,#genre#
广西卫视,http://live.gxrb.com.cn/tv/gxtvlive03/index.m3u8
南宁新闻综合,https://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁文旅生活,https://hls.nntv.cn/nnlive/WLSH_24.m3u8		
南宁公共,https://hls.nntv.cn/nnlive/GGPD_24.m3u8
桂林新闻,https://pull.gltvs.com/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
北海新闻,http://rtmp.gdlive.gdmain.com/live/09em4xbl.m3u8#http://rtmp.gdlive.gdmain.com/live/09em4xbl.flv
贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8
广西卫视,http://116.9.204.242:9901/tsfile/live/0113_1.m3u8
广西新闻,http://116.9.204.242:9901/tsfile/live/1001_1.m3u8
广西都市,http://116.9.204.242:9901/tsfile/live/1002_1.m3u8
广西公共,http://116.9.204.242:9901/tsfile/live/1003_1.m3u8
广西影视,http://116.9.204.242:9901/tsfile/live/0124_1.m3u8
广西旅游,http://116.9.204.242:9901/tsfile/live/0125_1.m3u8
广西卫视,http://13457610200.8866.org:2018/live/广西卫视高清/index.m3u8
广西综艺,http://13457610200.8866.org:2018/live/广西综艺高清/index.m3u8
广西都市,http://13457610200.8866.org:2018/live/广西都市高清/index.m3u8
广西新闻,http://13457610200.8866.org:2018/live/广西新闻高清/index.m3u8
广西移动,http://13457610200.8866.org:2018/live/广西公共高清/index.m3u8
广西影视,http://13457610200.8866.org:2018/live/广西影视高清/index.m3u8
广西卫视,http://13457610200.8866.org:2018/live/广西卫视HD/index.m3u8
广西都市,http://13457610200.8866.org:2018/live/广西都市HD/index.m3u8
广西影视,http://13457610200.8866.org:2018/live/广西影视HD/index.m3u8
广西新闻,http://13457610200.8866.org:2018/live/广西新闻HD/index.m3u8
南宁新闻,http://13457610200.8866.org:2018/live/南宁新闻/index.m3u8
南宁影视,http://13457610200.8866.org:2018/live/南宁影视/index.m3u8
南宁公共,http://13457610200.8866.org:2018/live/南宁公共/index.m3u8
北流综合,http://13457610200.8866.org:2018/live/汽摩HD/index.m3u8
玉林知识HD,http://13457610200.8866.org:2018/live/玉林知识HD/index.m3u8
玉林公共,http://13457610200.8866.org:2018/live/靓妆HD/index.m3u8
玉林新闻,http://13457610200.8866.org:2018/live/游戏竞技HD/index.m3u8

贵州,#genre#
安顺新闻频道,https://player.juyun.tv/camera/64413134.m3u8
六盘水综合,http://tvfile.lpsntv.com/nmip-media/channellive/channel110181/playlist.m3u8
六盘水公共,http://tvfile.lpsntv.com/nmip-media/channellive/channel110983/playlist.m3u8
黔西南综合,http://live2.qxndt.com/zhpd/sd/live.m3u8
黔西南公共,http://live2.qxndt.com/ggpd/sd/live.m3u8
松桃新闻,http://live.strmtzx.cn/stxw/sd/live.m3u8
松桃综艺,http://live.strmtzx.cn/stzy/sd/live.m3u8
兴仁综合,https://play.cxsm.com/video/xrtv.m3u8?auth_key=1687377957-0-0-6ed689545599d66b7570ecc353e2d5be
钟山综合,http://live.lpszstv.com/channel1/sd/live.m3u8
施秉综合,https://play.cxsm.com/video/sbtv.m3u8?auth_key=1687378140-0-0-53b8174b0555c8e50011a9a573392a8e
镇远综合,https://play.cxsm.com/video/zytv.m3u8?auth_key=1687377713-0-0-360949d045526c0a1b221640ca24a1d0
金海湖电视台,http://pili-live-hls.jhh.ddcpc.cn/ddcpc-jhh/tv1050-1563865985.m3u8
七星关电视台,https://p2.weizan.cn/1681337293/692202026033145509/live.m3u8
正安综合,http://pili-live-hls.221.i2863.com/i2863-221/live_221_315303.m3u8

黑龙江,#genre#
新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江农业,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江文体,https://idclive.hljtv.com:4430/live/hljwy_hd.m3u8?zheild
黑龙江新闻法治,https://idclive.hljtv.com:4430/live/hljxw_hd.m3u8?zheild
黑龙江公共农业,https://idclive.hljtv.com:4430/live/hljgg_hd.m3u8?zheild
黑龙江影视,https://idclive.hljtv.com:4430/live/hljys_hd.m3u8?zheild
黑龙江都市,https://idclive.hljtv.com:4430/live/dushi_hd.m3u8?zheild
哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8?zheild
哈尔滨娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8?zheild
哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8
大庆新闻综合,http://39.134.65.181/PLTV/88888888/224/3221225736/1.m3u8
大庆公共,http://39.134.65.181/PLTV/88888888/224/3221225734/1.m3u8
伊春综合频道,http://live.yichuntv.com/e5d7b4b95cf849d79fa3964431dca1f3/h264_800k_ts/index.m3u8?type=flv2hls_m3u8
伊春公共频道,http://live.yichuntv.com/1501fae792774811b2cd1366a078e666/h264_800k_ts/index.m3u8?type=flv2hls_m3u8
鹤岗新闻综合,http://39.134.65.181/PLTV/88888888/224/3221225785/1.m3u8
鹤岗公共频道,http://39.134.65.181/PLTV/88888888/224/3221225787/1.m3u8
七台河新闻综合,http://39.134.65.179/PLTV/88888888/224/3221225783/1.m3u8
七台河公共频道,http://39.134.65.179/PLTV/88888888/224/3221225800/1.m3u8
青冈综合,https://kschls.shangzhibo.tv/onelive/10121782-RJ4PyqY-yJ/index.m3u8
萝北综合频道,http://juyunlive.juyun.tv/live/65887157.m3u8
富裕综合,http://221.209.44.174:1980/hls/1001.m3u8
甘南县综合,http://player.juyun.tv/camera/65362146.m3u8
七台河矿区电视台,http://p4.weizan.cn/1275348489/398654743195260966/live.m3u8

河南,#genre#
周口扶沟,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
范县新闻综合,http://live.dxhmt.cn:9080/13603832636/13abd3089d9c47058fe34c49a6182981.m3u8
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
鹤岗新闻综合,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
淮滨综合,http://tvpull.dxhmt.cn:9081/tv/11527-1.m3u8
潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
焦作教育,http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8
焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
睛彩焦作,http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8
开封公共,http://live.dxhmt.cn:9081/tv/10200-3.m3u8
开封新闻综合,http://live.dxhmt.cn:9081/tv/10200-2.m3u8
兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
栾川新闻,http://wshls.live.migucloud.com/live/LVVUJGFD_C0/playlist.m3u8
洛宁综合,http://wshls.live.migucloud.com/live/WJ1E4VDQ_C0/playlist.m3u8
泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
内乡综合,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8
沁阳文化旅游,http://live.qinyangtv.com:82/channel2/sd/live.m3u8
汝南综合,http://tvpull.dxhmt.cn:9081/tv/11727-1.m3u8
嵩县综合新闻,http://wshls.live.migucloud.com/live/MZCYG799_C0/playlist.m3u8
遂平一套,http://tvpull.dxhmt.cn:9081/tv/11728-1.m3u8
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
桐柏新闻综合,http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8
息县综合,http://120.194.173.75:6060/0.ts
淅川综合,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
偃师新闻,http://wshls.live.migucloud.com/live/K7AFC7J6_C0/playlist.m3u8
叶县一套,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
禹州公共,http://tvpull.dxhmt.cn:9081/tv/11081-2.m3u8
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
叶县电视,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
渑池综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8
义马电视,http://live.dxhmt.cn:9081/tv/11281-1.m3u8
淅川电视,http://live.dxhmt.cn:9081/tv/11326-1.m3u8
禹州综合,http://live.dxhmt.cn:9081/tv/11081-1.m3u8
兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
项城电视,http://live.dxhmt.cn:9081/tv/11681-1.m3u8
新乡,http://live.dxhmt.cn:9081/tv/10721-1.m3u8
新蔡,http://live.dxhmt.cn:9081/tv/11729-1.m3u8

湖北,#genre#
武汉新闻综合频道,http://stream.appwuhan.com/1tzb/sd/live.m3u8
武汉电视剧频道,http://stream.appwuhan.com/2tzb/sd/live.m3u8
武汉科技生活频道,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉经济频道,http://stream.appwuhan.com/4tzb/sd/live.m3u8
武汉文体频道,http://stream.appwuhan.com/5tzb/sd/live.m3u8
武汉外语频道,http://stream.appwuhan.com/6tzb/sd/live.m3u8
武汉少儿频道,http://stream.appwuhan.com/7tzb/sd/live.m3u8
黄冈新闻,http://huanggang-live21.cjyun.org/10210/s10210-xwzh.m3u8?auth_key=1735660799-0-0-d97fed8905fc6066ed8fa063e40b13c0
黄冈公共,http://huanggang-live21.cjyun.org/10210/s10210-xwgg.m3u8?auth_key=1735660799-0-0-39c6d712b6337fbdefe84e2d22e34513
红安综合,https://hongan-live21.cjyun.org/10063/s10063-HAZH.m3u8?auth_key=1735660799-0-0-72da7166f8c3751c49c5feb5b24b54b8
武穴综合,http://wuxue-live21.cjyun.org/10107/s10107-wxtv1.m3u8?auth_key=1735660799-0-0-b539ae509a2e2778956cdd15ce03062c //Referer=http://app.cjyun.org/
蕲春综合,http://qichun-live21.cjyun.org/10126/s10126-TC1T.m3u8?auth_key=1735660799-0-0-019b2fccba0e2126fb17f448171ec5c0 //Referer=http://app.cjyun.org/
罗田综合,http://luotian-live21.cjyun.org/10013/s10013-LTZH.m3u8?auth_key=1735660799-0-0-b2fabe2d2b901b3c5dceab42d197b27d //Referer=http://app.cjyun.org/
黄石新闻综合,https://huangshifb-live21.cjyun.org/10200/s10200-huangshitv01.m3u8?auth_key=1735660799-0-0-a2a4204859d1b4447db4050a4bc202b1
咸宁综合,http://xianning-live21.cjyun.org/10140/s10140-XNTV-1.m3u8?auth_key=1735660799-0-0-b380d98b910466afbd9053c25a7dc408
咸宁经济生活,http://xianning-live21.cjyun.org/10140/s10140-XNGG.m3u8?auth_key=1735660799-0-0-d81f4b2fc33920d8341033fef8dcfd16
赤壁一套,http://chibi-live21.cjyun.org/10138/s10138-CBTV1.m3u8?auth_key=1735660799-0-0-1751de0a4678e4571fe2af86220e2a2b
嘉鱼新闻综合,http://jiayu-live21.cjyun.org/10131/s10131-jyzh.m3u8?auth_key=1735660799-0-0-05395acf38fa1497c0985dcb4c329c0b
通山综合,http://tongshan-live21.cjyun.org/10134/s10134-TONGSHAN-live.m3u8?auth_key=1735660799-0-0-aa195babe014c73b2e4f423d1ae4622f
孝感新闻综合,http://xiaogan-live21.cjyun.org/10139/s10139-xg.m3u8?auth_key=1735660799-0-0-c66126a1e65c45cfa675dd5f16914315
孝感生活,http://xiaogan-live21.cjyun.org/10139/s10139-xg.m3u8?auth_key=1735660799-0-0-c66126a1e65c45cfa675dd5f16914315
孝昌新闻党建,http://xiaochang-live21.cjyun.org/10128/s10128-xcxw.m3u8?auth_key=1735660799-0-0-886396e7a9ce6f90ecdbfdf669624539
大悟综合,http://yunshangdawu-live21.cjyun.org/10129/s10129-dwzhpd.m3u8?auth_key=1735660799-0-0-b1bf1625df01ea7dabc97bf7aa7f253d
应城综合,http://yingcheng-live21.cjyun.org/10135/s10135-YCZH.m3u8?auth_key=1735660799-0-0-b43106dd66cd5d9c827699f0b0204306
荆州新闻,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv01.m3u8?auth_key=1735660799-0-0-e0477d4b5bc584e7518a1bde13892cbe
荆州垄上,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv03.m3u8?auth_key=1735660799-0-0-73625822ff2c77aefa1589e94281edad
荆州公共,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv02.m3u8?auth_key=1735660799-0-0-1963c999651ea135890d90bcc5ae172d
